He is an upstanding citizen.,OTHER,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,OTHER,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,OTHER,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,OTHER,BELIEFS ARE POSSESSIONS
He was filled with anger.,OTHER,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,OTHER,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,OTHER,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,OTHER,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,OTHER,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",OTHER,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",OTHER,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,OTHER,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,OTHER,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,OTHER,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,OTHER,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,OTHER,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",OTHER,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,OTHER,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,OTHER,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,OTHER,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,OTHER,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,OTHER,CAUSES ARE FORCES
That experience pushed him over the edge,OTHER,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,OTHER,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,OTHER,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",OTHER,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,OTHER,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,OTHER,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,OTHER,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,OTHER,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,OTHER,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,OTHER,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,OTHER,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,OTHER,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,OTHER,CHANGE IS LOSS
He got rid of his headache.,OTHER,CHANGE IS LOSS
He went crazy.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,OTHER,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,OTHER,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,OTHER,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",OTHER,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,OTHER,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,OTHER,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,OTHER,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,OTHER,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,OTHER,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,OTHER,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,OTHER,CITIZENS ARE SLAVES
My mind was racing.,OTHER,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,OTHER,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,OTHER,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,OTHER,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,OTHER,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,OTHER,COMMUNICATING IS GUIDING
You gave me a great idea!,OTHER,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,OTHER,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,OTHER,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,OTHER,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,OTHER,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,OTHER,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,OTHER,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,OTHER,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,OTHER,COMMUNICATING IS SHOWING
We have to restructure this firm.,OTHER,COMPANY IS A COMPLEX STRUCTURE
The arms race.,OTHER,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",OTHER,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",OTHER,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,OTHER,COMPULSION IS A COMPELLING FORCE
Wake up!,OTHER,CONSCIOUS IS UP
I'm up!,OTHER,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,OTHER,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,OTHER,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,OTHER,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,OTHER,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,OTHER,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,OTHER,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,OTHER,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,OTHER,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,OTHER,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,OTHER,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,OTHER,CONTROL IS A BOUNDED REGION
He returned to power.,OTHER,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,OTHER,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,OTHER,CONTROL IS A BOUNDED REGION
He has control over all the workers.,OTHER,CONTROL IS A POSSESSION
The president kept his hold on power.,OTHER,CONTROL IS A POSSESSION
She regained control of the assembly.,OTHER,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,OTHER,CONTROL IS A POSSESSION
He's putty in her hands.,OTHER,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,OTHER,CONTROL IS UP
He's in a superior position.,OTHER,CONTROL IS UP
He's in the high command.,OTHER,CONTROL IS UP
He's in the upper echelon.,OTHER,CONTROL IS UP
His power rose.,OTHER,CONTROL IS UP
Report to your superiors for duty.,OTHER,CONTROL IS VERTICALITY
He's the low man on the totem pole.,OTHER,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,OTHER,CONTROL IS VERTICALITY
Relax. We've got everything under control.,OTHER,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,OTHER,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,OTHER,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',OTHER,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,OTHER,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,OTHER,CORRUPTION IS A DISEASE
"Our nation has been infested with the termites of corruption, the worms of immorality, and a virus of indifference and apathy.",OTHER,CORRUPTION IS A TERMITE INFESTATION
Stopping the rot in public life.,OTHER,CORRUPTION IS DECAY
Corruption is eroding the public trust in government.,OTHER,CORRUPTION IS EROSION
Out of these discussions will grow legislation of farreaching importance.,OTHER,LAWS ARE PLANTS
The solution only created more problems.,OTHER,CREATING IS MAKING
Crime has infected communities everywhere.,OTHER,CRIME IS A DISEASE
Crime is a beast ravaging the city.,OTHER,CRIME IS AN ANIMAL
He attacked the speaker with harsh words of criticism.,OTHER,CRITICIZING IS ATTACKING
Obama and Romney Strike Blows Over Benghazi,OTHER,DEBATING IS ONE-ON-ONE PHYSICAL FIGHTING
Credit card debt has been growing significantly,OTHER,DEBT IS AN ORGANISM
,NONE,POLITICAL UNREST IS A WILDFIRE
Debt is holding me back from reaching my goals.,OTHER,DEBT IS PHYSICAL IMPEDIMENTS TO MOTION
He is far more intelligent than he looks.,OTHER,DEGREE IS DISTANCE ALONG A PATH
He is a person of very high moral standards.,OTHER,DEGREE OF MORALITY IS PHYSICAL HEIGHT
"To us, culture and spirituality are very close concepts.",OTHER,DEGREE OF SIMILARITY IS DEGREE OF PROXIMITY
fledgling democracy,OTHER,DEMOCRACY IS A BIRD
democracy spreads its wings,OTHER,DEMOCRACY IS A BIRD
plant the seeds of democracy,OTHER,DEMOCRACY IS A PLANT
democracy blossoms,OTHER,DEMOCRACY IS A PLANT
democracy for sale,OTHER,DEMOCRATIC IDEOLOGY IS A COMMODITY
He's drooling over a new car.,OTHER,DESIRE IS HUNGER
He hungered for her attention.,OTHER,DESIRE IS HUNGER
Tips on how to cultivate openness to change.,OTHER,DEVELOPING AN ATTRIBUTE IS CULTIVATION
"To be cool, you have to wear your overalls this way.",OTHER,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
She solved the problem a different way.,OTHER,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
Do it any way you can.,OTHER,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
However you want to go about repairing it is fine with me.,OTHER,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
Our project has hit a roadblock.,OTHER,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
What's holding you back from pursuing your dreams?,OTHER,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
They faced some tough problems at the beginning of their marriage but got over them quickly.,OTHER,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
We have a lot of hurdles to get over in our relationship.,OTHER,DIFFICULTIES IN A ROMANTIC RELATIONSHIP ARE IMPEDIMENTS TO MOTION ALONG A PATH
Recently enacted policies provide cover for companies engaged in illicit activities.,OTHER,DIFFICULTIES IN KNOWING ARE VISUAL OBSTRUCTIONS
My life is going nowhere - I'm just spinning my wheels.,OTHER,DIFFICULTIES IN PROGRESSING THROUGH LIFE ARE IMPEDIMENTS TO MOTION ALONG A PATH
This is a very hard problem to solve.,OTHER,DIFFICULTY IS HARDNESS
I have a heavy workload this year.,OTHER,DIFFICULTY IS HEAVINESS
This situation is hard to bear.,OTHER,DIFFICULTY IS HEAVINESS
"The Weapons of Diplomacy, and the Human Factor",OTHER,DIPLOMACY IS WAR
Americans are divided as to whether a third major party is needed in U.S. politics today,OTHER,DISAGREEMENT IS DIVISION
The doctors at the CDC led the way to victory against the flu epidemic.,OTHER,DISEASE TREATMENT IS WAR
"The cancer patient fought a long, hard, battle, but she eventually succumbed to her disease.",OTHER,DISEASE TREATMENT IS WAR
A Triumph in the War Against Cancer,OTHER,DISEASE TREATMENT IS WAR
"With nothing left in their leukemia-fighting arsenal, the doctors were down to Dilaudid, a derivative of morphine...",OTHER,DISEASE TREATMENT IS WAR
What separates the men from the boys?,OTHER,DISTINGUISHING IS DIVIDING
The very thought of it makes me sick.,OTHER,DISTURBING IDEAS ARE DISGUSTING FOODS
That's bullshit!,OTHER,DISTURBING IDEAS ARE DISGUSTING FOODS
It is smooth sailing from here on in in the application process.,OTHER,EASE OF ACTION IS EASE OF MOTION ALONG A PATH
It's all downhill for the rest of the course.,OTHER,EASE OF ACTION IS EASE OF MOTION ALONG A PATH
force-feed the economy back to health,OTHER,ECONOMY IS A BODY
The economy is falling apart.,OTHER,ECONOMY IS A COMPLEX STRUCTURE
"With The Economy Humming, Will Manufacturing Software Help Manufacturers Stay In Tune?",OTHER,ECONOMY IS A MACHINE
"""Although we have a long way to go before we can put this recession behind us, the gears of our economic engine do appear ... to be slowly turning once again,""",OTHER,ECONOMY IS A MACHINE
A good education is a powerful resource.,OTHER,EDUCATION IS A RESOURCE
"Apparently, I’m not the only parent who’s concerned about high stakes testing.",OTHER,EDUCATIONAL EVALUATION IS GAMBLING
"Like some it is supposed to serve, Massachusetts government has become flabby.",OTHER,EFFECTIVE GOVERNMENT INSTITUTION IS A HEALTHY BODY
"Our state government, a well oiled machine of efficiency.",OTHER,EFFECTIVE GOVERNMENT INSTITUTION IS A WELL-FUNCTIONING MACHINE
Randy has a plan to turn a bloated government of Washington bureaucrats into a lean and efficient government,OTHER,EFFICIENT GOVERNMENT IS A LEAN BODY
the candidates came out punching,OTHER,ELECTION IS A BOXING MATCH
"Beasley won the first round of Democratic primary for lieutenant governor in 1970, but failed to win a majority.",OTHER,ELECTION IS A BOXING MATCH
"Too often it is post mortem head scratching, as if democratic strategists do not realize every candidate is a pawn on the national. chessboard",OTHER,ELECTION IS A GAME
The GOP presidential race has a new front-runner: Gov. Rick Perry.,OTHER,ELECTION IS A RACE
"This year's US presidential election is shaping up to be a very close race, with the incumbent currently in front, but his challenger close on his heels.",OTHER,ELECTION IS A RACE
"At the turn, it's Obama by a nose.",OTHER,ELECTION IS A RACE
"Noem sprints to election finish line with stop in Elk Point, SD.",OTHER,ELECTION IS A RACE
"The race continues as Perry and Romney jockey for position, with Gingrich trailing behind.",OTHER,ELECTION IS A RACE
"With the official start of primary season, candidates were off and running as they sought to quickly raise millions of dollars for ad buys.",OTHER,ELECTION IS A RACE
The Iowa caucuses in January 2012 serve as the starting line of the marathon primary-election campaigns necessary ...,OTHER,ELECTION IS A RACE
Hutchinson the front-runner in 2014 governor's race,OTHER,ELECTION IS A RACE
...the fight for the White House is being waged on intensely local terrain...,OTHER,ELECTION IS WAR
the war for the presidency is nearly over,OTHER,ELECTION IS WAR
"Mr. Romney will likely fight hard in the state, given his family ties, but he has an uphill battle.",OTHER,ELECTION IS WAR
"Both sides girded for battle, as they knew the general election would be a hard-won fight.",OTHER,ELECTION IS WAR
The underdog and his advisers plotted how best to overpower the incumbent.,OTHER,ELECTION IS WAR
"Campaign Craft: The Strategies, Tactics, and Art of Political Campaign Management",OTHER,ELECTION IS WAR
He's bursting with excitement.,OTHER,EMOTION IS PRESSURE IN A CONTAINER
That joke is side-splittingly funny.,OTHER,EMOTION IS PRESSURE IN A CONTAINER
"As the argument continued, things really heated up.",OTHER,EMOTIONAL INTENSITY IS TEMPERATURE
Their relationship cooled off and they soon parted ways.,OTHER,EMOTIONAL INTENSITY IS TEMPERATURE
His mother was always cold and unloving when he was a child.,OTHER,EMOTIONAL INTENSITY IS TEMPERATURE
They're very close.,OTHER,EMOTIONAL INTIMACY IS PHYSICAL PROXIMITY
She's so cold towards him.,OTHER,EMOTIONALLY INDIFFERENT IS COLD
Ice-queen,OTHER,EMOTIONALLY INDIFFERENT IS COLD
