We only have  short way to go.,LESS IS SMALL,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,OPPORTUNITIES ARE LOCATIONS,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,OTHER,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,THINKING IS MOVING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,BEING IN A STATE IS BEING AT A POINT ON A LINEAR SCALE,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,UNDERSTANDING IS FOLLOWING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,DIFFICULTY IS HARDNESS,ACQUIRING IDEAS IS EATING
The car is in motion.,ACTION IS BEING IN A LOCATION,ACTION IS BEING IN A LOCATION
I'm going to leave.,OPPORTUNITIES ARE LOCATIONS,ACTION IS BEING IN A LOCATION
She's close to resigning.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,INCREASE IN CRIME IS SPREAD OF DISEASE,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,BECOMING IMPOVERISHED IS MOVING DOWNWARDS,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,ABILITY TO EVALUATE IS ABILITY TO SEE,ACTION IS MOTION
He exercised to the point of exhaustion.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,ABILITY TO EVALUATE IS ABILITY TO SEE,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,MANNER OF ACTION IS MANNER OF MOVEMENT,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,UNCONSCIOUS IS DOWN,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,INFORMATION IS CONTENTS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",ABILITY TO EVALUATE IS ABILITY TO SEE,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,ACTION IS BEING IN A LOCATION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,THINKING IS PERCEIVING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,UNDERSTANDING IS DIGESTING,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",ABILITY TO EVALUATE IS ABILITY TO SEE,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,ASSESSING IS MEASURING,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,UNDERSTANDING IS FOLLOWING,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",NOT PAYING TAXES IS AVOIDING OBSTACLES,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,EDUCATION IS AN OBJECT,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,DEBT IS PHYSICAL IMPEDIMENTS TO MOTION,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",KNOWING IS SEEING,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,BECOMING IMPOVERISHED IS MOVING DOWNWARDS,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",GUN CONTROL REGULATION IS A MOTION IMPEDIMENT,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,AFFECTION IS WARMTH
We're finally on the same page.,PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,SOCIETY IS A PERSON,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,KNOWING IS SEEING,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",THINKING IS MOVING,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,BECOMING IMPOVERISHED IS MOVING DOWNWARDS,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,DISTINGUISHING IS DIVIDING,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,BEING IN A HIGH SOCIAL CLASS IS BEING HIGH ON A SCALE,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,OTHER,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",MANNER OF ACTION IS MANNER OF MOVEMENT,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",ACHIEVING A PURPOSE IS REACHING A DESTINATION,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ANALYZING IS DISSECTING
Those are inflammatory remarks.,FORMING WORDS IS SHAPING,ANGER IS FIRE
She was doing a slow burn.,OTHER,ANGER IS FIRE
She was breathing fire.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,EMOTIONALLY INTENSE IS HOT,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,ANGER IS FIRE
He was consumed by his anger.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,ANGER IS FIRE
He's seeing red.,EXISTENCE IS VISIBILITY,ANGER IS FIRE
He has a hot temper.,MIND IS A CONTAINER,ANGER IS HEAT
He's burning with rage.,ANGER IS FIRE,ANGER IS HEAT
"I just touched him, and he went crazy.",SEEING IS TOUCHING,ANGER IS INSANITY
You're driving me nuts!,DIFFICULTY IS HARDNESS,ANGER IS INSANITY
I'm mad!,ANALYZING IS DISSECTING,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",FUTURE IS AHEAD,ANGER IS INSANITY
"He got so angry, he went out of his mind.",IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,ANGER IS INSANITY
He's tearing his hair out!,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,ACTION IS BEING IN A LOCATION,ANGER IS INSANITY
He was just about to burst with anger.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,EMOTIONALLY INTENSE IS HOT,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,UNCONSCIOUS IS DOWN,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,ANALYZING IS DISSECTING,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,ANALYZING IS DISSECTING,ARGUMENT IS WAR
I blew his argument out of the water.,OTHER,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,OTHER,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",MAKING RELATED IS CAUSING CONTACT,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",ABILITY TO EVALUATE IS ABILITY TO SEE,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,UNCONSCIOUS IS DOWN,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,OTHER,ARGUMENT IS WAR
His criticisms were right on target.,ANALYZING IS DISSECTING,ARGUMENT IS WAR
Five is made up of two plus three.,OTHER,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",GROUPS ARE PART-WHOLE STRUCTURES,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,AMOUNT OF PROBLEM IS SIZE,ASSESSING IS MEASURING
Our conservation program needs your support.,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,ASSISTANCE IS SUPPORT,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",CONTROL IS A POSSESSION,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",INFORMATION IS CONTENTS,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",ABILITY TO EVALUATE IS ABILITY TO SEE,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,ABILITY TO EVALUATE IS ABILITY TO SEE,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,UNCONSCIOUS IS DOWN,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,ABILITY TO EVALUATE IS ABILITY TO SEE,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",GOVERNMENT IS A DOCTOR,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,THINKING IS MOVING,BAD IS STINKY
He's no longer with us.,OTHER,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,BEING IN A LOW SOCIAL CLASS IS BEING LOW ON A SCALE,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,CONSCIOUS IS UP,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,OTHER,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,ABILITY TO EVALUATE IS ABILITY TO SEE,BELIEFS ARE POSSESSIONS
He was filled with anger.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,OTHER,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,EXPERIENCING AN ECONOMIC STATUS IS BEING AT A LOCATION,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,CITIZENS ARE EMPLOYERS,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",ANGER IS PRESSURE IN A CONTAINER,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",BEING IMPOVERISHED IS BEING AT A LOW LOCATION,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,LOSING AN ELECTION IS LOSING A RACE,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,BEING IN A MIDDLE CLASS IS BEING IN THE MIDDLE OF A SCALE,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,FREEDOM IS A VALUABLE POSSESSION,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",OTHER,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,SURVIVING CANCER IS HARMING CANCER,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,ATTAINING CONTROL IS GAINING A POSSESSION,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,PEOPLE ARE ANIMALS,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,SAD IS DOWN,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,ANGER IS PRESSURE IN A CONTAINER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,MANNER OF ACTION IS MANNER OF MOVEMENT,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,GOVERNMENT IS A LEADER,CAUSES ARE FORCES
That experience pushed him over the edge,UNDERSTANDING IS DIGESTING,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,COOPERATIVE NATIONS ARE GOOD CITIZENS,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,ACTION IS BEING IN A LOCATION,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",CAUSES ARE FORCES,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,ABILITY TO EVALUATE IS ABILITY TO SEE,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,ACTION IS BEING IN A LOCATION,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,POLITICAL PARTIES ARE CONTAINERS,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,GOVERNMENT AND CITIZENS ARE PARTNERS,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,SAD IS DOWN,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,UNCONSCIOUS IS DOWN,CHANGE IS LOSS
He got rid of his headache.,OTHER,CHANGE IS LOSS
He went crazy.,BEING IN A HIGH SOCIAL CLASS IS BEING HIGH ON A SCALE,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,SAD IS DOWN,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,SAD IS DOWN,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,UNDERSTANDING IS DIGESTING,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,UNCONSCIOUS IS DOWN,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,SAD IS DOWN,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,UNCONSCIOUS IS DOWN,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,EXPERIENCING A STATE IS POSSESSING AN OBJECT,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,ACHIEVING A PURPOSE IS REACHING A DESTINATION,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,CITIZENS ARE EYES AND EARS,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,DISTINGUISHING IS DIVIDING,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION,CITIZENS ARE SLAVES
My mind was racing.,THINKING IS MOVING,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,SICKNESS IS DOWN,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,ABILITY TO EVALUATE IS ABILITY TO SEE,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,COMMUNICATING IS DRAWING A PICTURE,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,INFORMATION IS CONTENTS,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH,COMMUNICATING IS GUIDING
You gave me a great idea!,ASSESSING IS MEASURING,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,INFORMATION IS CONTENTS,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,ASSESSING IS MEASURING,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,OTHER,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,THINKING IS PERCEIVING,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,MIND IS A CONTAINER,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,EXISTENCE IS VISIBILITY,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,ASSESSING IS MEASURING,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,NOW IS HERE,COMMUNICATING IS SHOWING
We have to restructure this firm.,OTHER,COMPANY IS A COMPLEX STRUCTURE
The arms race.,ACHIEVING POWER IS MOVING UPWARDS,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",ACHIEVING A PURPOSE IS REACHING A DESTINATION,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",ACCEPTING IS SWALLOWING,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,POVERTY IS A MOTION IMPEDIMENT,COMPULSION IS A COMPELLING FORCE
Wake up!,MORE IS UP,CONSCIOUS IS UP
I'm up!,HAPPY IS UP,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,ABILITY TO EVALUATE IS ABILITY TO SEE,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,WEALTH IS A SUBSTANCE,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,EVENTS ARE OBJECTS,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,TIME PERIODS ARE CONTAINERS,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,ABILITY TO EVALUATE IS ABILITY TO SEE,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,EXPERIENCING A NEGATIVE STATE IS EXPERIENCING HARM,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,BEING IN A STATE IS BEING AT A POINT ON A LINEAR SCALE,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,UNDERSTANDING IS DIGESTING,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,CONTROL IS A BOUNDED REGION
He returned to power.,ACTION IS BEING IN A LOCATION,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,CONTROL IS A POSSESSION,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,SUBJUGATION IS DOWN,CONTROL IS A BOUNDED REGION
He has control over all the workers.,CONTROL IS A POSSESSION,CONTROL IS A POSSESSION
The president kept his hold on power.,POWER IS A POSSESSED OBJECT,CONTROL IS A POSSESSION
She regained control of the assembly.,CONTROL IS A POSSESSION,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,ABILITY TO EVALUATE IS ABILITY TO SEE,CONTROL IS A POSSESSION
He's putty in her hands.,SOCIETY IS A PERSON,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,KNOWING IS SEEING,CONTROL IS UP
He's in a superior position.,MORE IS UP,CONTROL IS UP
He's in the high command.,BEING IN A HIGH SOCIAL CLASS IS BEING HIGH ON A SCALE,CONTROL IS UP
He's in the upper echelon.,BEING IN A HIGH SOCIAL CLASS IS BEING HIGH ON A SCALE,CONTROL IS UP
His power rose.,CONTROL IS UP,CONTROL IS UP
Report to your superiors for duty.,ASSESSING IS MEASURING,CONTROL IS VERTICALITY
He's the low man on the totem pole.,BEING IMPOVERISHED IS BEING AT A LOW LOCATION,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,ACHIEVING POWER IS MOVING UPWARDS,CONTROL IS VERTICALITY
Relax. We've got everything under control.,CONTROL IS UP,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,ACHIEVING A PURPOSE IS REACHING A DESTINATION,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,EXPERIENCING A STATE IS BEING AT A LOCATION,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,PREVENTING ECONOMIC HARDSHIP IS SHIELDING FROM PHYSICAL HARM,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,CORRUPTION IS A DISEASE
"Our nation has been infested with the termites of corruption, the worms of immorality, and a virus of indifference and apathy.",NATION IS CONTAINER,CORRUPTION IS A TERMITE INFESTATION
Stopping the rot in public life.,ACTION IS BEING IN A LOCATION,CORRUPTION IS DECAY
Corruption is eroding the public trust in government.,COGNIZING IS EATING,CORRUPTION IS EROSION
