We're where we wanted to go.,COMMUNICATING IS SHOWING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,COMMUNICATING IS SHOWING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",EVENTS ARE OBJECTS,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,POLITICAL PARTIES ARE PEOPLE,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,ACQUIRING IDEAS IS EATING,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,COMMUNICATING IS FEEDING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,INFORMATION IS CONTENTS,ACQUIRING IDEAS IS EATING
The car is in motion.,GOVERNING ACTION IS MOTION,ACTION IS BEING IN A LOCATION
I'm going to leave.,THINKING IS MOVING,ACTION IS BEING IN A LOCATION
She's close to resigning.,COMMUNICATING IS SHOWING,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,ANALYZING IS DISSECTING,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,COMMUNICATING IS SHOWING,ACTION IS MOTION
He exercised to the point of exhaustion.,SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,COMMUNICATING IS SHOWING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,COMMUNICATING IS SHOWING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,COMMUNICATING IS SHOWING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,COMMUNICATING IS SHOWING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",COMMUNICATING IS SHOWING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,COMMUNICATING IS SHOWING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,COMMUNICATING IS SHOWING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,COMMUNICATING IS SHOWING,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",COMMUNICATING IS SHOWING,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,COMMUNICATING IS GUIDING,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,COMMUNICATING IS GUIDING,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",EVENTS ARE OBJECTS,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,ADDRESSING POVERTY IS TREATING AN ILLNESS,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,ADDRESSING ECONOMIC PROBLEMS IS TREATING AN ILLNESS,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",ARGUMENT IS WAR,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,ADDRESSING POVERTY IS WAGING WAR,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",CRITICIZING IS ATTACKING,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,HAPPY IS UP,AFFECTION IS WARMTH
We're finally on the same page.,COMMUNICATING IS SHOWING,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,COMMUNICATING IS SHOWING,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,IDEOLOGIES ARE ORGANISMS,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,ALLIANCES ARE FRIENDSHIPS,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",THINKING IS SPEAKING,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,COMMUNICATING IS FEEDING,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,ANALYZING IS DISSECTING,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,COMMUNICATING IS SHOWING,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,COMMUNICATING IS SHOWING,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",TAXES ARE DUES,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",ANALYZING IS DISSECTING,ANALYZING IS DISSECTING
Those are inflammatory remarks.,CRITICIZING IS ATTACKING,ANGER IS FIRE
She was doing a slow burn.,COMMUNICATING IS SHOWING,ANGER IS FIRE
She was breathing fire.,COMMUNICATING IS SHOWING,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,COMMUNICATING IS SHOWING,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",CRITICIZING IS ATTACKING,ANGER IS FIRE
He was consumed by his anger.,ANALYZING IS DISSECTING,ANGER IS FIRE
He's seeing red.,COMMUNICATING IS SHOWING,ANGER IS FIRE
He has a hot temper.,ANGER IS HEAT,ANGER IS HEAT
He's burning with rage.,ANGER IS FIRE,ANGER IS HEAT
"I just touched him, and he went crazy.",SEEING IS TOUCHING,ANGER IS INSANITY
You're driving me nuts!,COMMUNICATING IS SHOWING,ANGER IS INSANITY
I'm mad!,ANGER IS INSANITY,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",ANALYZING IS DISSECTING,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",COMMUNICATING IS SHOWING,ANGER IS INSANITY
"He got so angry, he went out of his mind.",CRITICIZING IS ATTACKING,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",COMMUNICATING IS SHOWING,ANGER IS INSANITY
He's tearing his hair out!,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,COMMUNICATING IS SHOWING,ANGER IS INSANITY
He was just about to burst with anger.,ANALYZING IS DISSECTING,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,CREATING IS MAKING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,COMMUNICATING IS POINTING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,ANALYZING IS DISSECTING,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
I blew his argument out of the water.,CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,COMMUNICATING IS SHOWING,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",COMMUNICATING IS SHOWING,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",COMMUNICATING IS SHOWING,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
His criticisms were right on target.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
Five is made up of two plus three.,CREATING IS MAKING,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",COMMUNICATING IS SHOWING,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,AMOUNT OF PROBLEM IS SIZE,ASSESSING IS MEASURING
Our conservation program needs your support.,ASSISTANCE IS SUPPORT,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,THINKING IS SPEAKING,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",THINKING IS SPEAKING,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",GROUP IS A BODY,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",ANALYZING IS DISSECTING,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,COMMUNICATING IS SHOWING,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,STATES ARE LOCATIONS,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",GOVERNMENT IS A PERSON,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,SENSING IS SMELLING,BAD IS STINKY
He's no longer with us.,COMMUNICATING IS SHOWING,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,COMMUNICATING IS SHOWING,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,SOCIETY IS A PERSON,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,CRITICIZING IS ATTACKING,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,COMMUNICATING IS SHOWING,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,COMMUNICATING IS SHOWING,BELIEFS ARE POSSESSIONS
He was filled with anger.,COMMUNICATING IS SHOWING,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,ANALYZING IS DISSECTING,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,BUREACRACY IS A MAZE,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,ANALYZING IS DISSECTING,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",CRITICIZING IS ATTACKING,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",BUREAUCRACY IS A MACHINE,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,ANALYZING IS DISSECTING,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,COMMUNICATING IS GUIDING,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,EVENTS ARE OBJECTS,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,CREATING IS MAKING,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,IDEAS ARE FOOD,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",COMMUNICATING IS SHOWING,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,COMMUNICATING IS SHOWING,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,ANALYZING IS DISSECTING,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,MORAL AUTHORITY IS PARENTAL AUTHORITY,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,LEGISLATIVE ACTIVITY IS MOTION ALONG A PATH,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,COMMUNICATING IS SHOWING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,COMMUNICATING IS SHOWING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,ANALYZING IS DISSECTING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,COMMUNICATING IS SHOWING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,COMMUNICATING IS SHOWING,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,GOVERNMENT IS A LEADER,CAUSES ARE FORCES
That experience pushed him over the edge,COMMUNICATING IS SHOWING,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,ACTION IS BEING IN A LOCATION,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,ANALYZING IS DISSECTING,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",ANALYZING IS DISSECTING,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,ACTIVITIES ARE JOURNEYS,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,COMMUNICATING IS POINTING,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,CONTROL IS A POSSESSION,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,GOVERNMENT REGULATION IS SUFFOCATION,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,ATTRIBUTES OF GOVERNMENT ARE ENTITIES,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,SICKNESS IS DOWN,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,SICKNESS IS DOWN,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,COMMUNICATING IS SHOWING,CHANGE IS LOSS
He got rid of his headache.,COMMUNICATING IS SHOWING,CHANGE IS LOSS
He went crazy.,COMMUNICATING IS SHOWING,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,SAD IS DOWN,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,COMMUNICATING IS SHOWING,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,COMMUNICATING IS SHOWING,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,COMMUNICATING IS SHOWING,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,SICKNESS IS DOWN,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,SICKNESS IS DOWN,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,ANALYZING IS DISSECTING,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",ANALYZING IS DISSECTING,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,VOTING IS SPEAKING,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,RIGHTS ARE SHIELDS FROM HARM,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,RIGHTS ARE SHIELDS FROM HARM,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,CITIZENS ARE EYES AND EARS,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,ATTRIBUTES OF GOVERNMENT ARE ENTITIES,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,SOCIETY IS A PERSON,CITIZENS ARE SLAVES
My mind was racing.,COMPETITION IS A RACE,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,COMMUNICATING IS SHOWING,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,COMMUNICATING IS DRAWING A PICTURE,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,COMMUNICATING IS DRAWING A PICTURE,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,COMMUNICATING IS FEEDING,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,COMMUNICATING IS GUIDING,COMMUNICATING IS GUIDING
You gave me a great idea!,THINKING IS SPEAKING,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,MIND IS A CONTAINER,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,COMMUNICATING IS SHOWING,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,COMMUNICATING IS SHOWING,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,COMMUNICATING IS SHOWING,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,COMMUNICATING IS POINTING,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,COMMUNICATING IS SHOWING,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,COMMUNICATING IS SHOWING,COMMUNICATING IS SHOWING
We have to restructure this firm.,ANALYZING IS DISSECTING,COMPANY IS A COMPLEX STRUCTURE
The arms race.,COMPETITION IS A RACE,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",ANALYZING IS DISSECTING,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,COMMUNICATING IS SHOWING,COMPULSION IS A COMPELLING FORCE
Wake up!,COMMUNICATING IS SHOWING,CONSCIOUS IS UP
I'm up!,MORE IS UP,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,COMMUNICATING IS SHOWING,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,QUALITIES ARE SUBSTANCES,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,CONSTITUENTS ARE CONTENTS,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,EVENTS ARE OBJECTS,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,INSTITUTION IS A VEHICLE,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,CONSUMING RESOURCES IS EATING,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,ANALYZING IS DISSECTING,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,CONSUMING RESOURCES IS EATING,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,COMMUNICATING IS SHOWING,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,ANALYZING IS DISSECTING,CONTROL IS A BOUNDED REGION
He returned to power.,COMMUNICATING IS SHOWING,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,ATTRIBUTES OF GOVERNMENT ARE ENTITIES,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,GOVERNMENT IS A PERSON,CONTROL IS A BOUNDED REGION
He has control over all the workers.,COMMUNICATING IS SHOWING,CONTROL IS A POSSESSION
The president kept his hold on power.,GOVERNMENT IS A PERSON,CONTROL IS A POSSESSION
She regained control of the assembly.,COMMUNICATING IS SHOWING,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,CONTROL IS A POSSESSION,CONTROL IS A POSSESSION
He's putty in her hands.,COMMUNICATING IS SHOWING,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,COMMUNICATING IS SHOWING,CONTROL IS UP
He's in a superior position.,COMMUNICATING IS SHOWING,CONTROL IS UP
He's in the high command.,HIGH STATUS IS UP,CONTROL IS UP
He's in the upper echelon.,COMMUNICATING IS SHOWING,CONTROL IS UP
His power rose.,COMMUNICATING IS SHOWING,CONTROL IS UP
Report to your superiors for duty.,COMMUNICATING IS SHOWING,CONTROL IS VERTICALITY
He's the low man on the totem pole.,COMMUNICATING IS SHOWING,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,GUIDED ACTION IS GUIDED MOTION ALONG A PATH,CONTROL IS VERTICALITY
Relax. We've got everything under control.,COMMUNICATING IS SHOWING,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,THINKING IS SPEAKING,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,CORRUPTION IS EROSION,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',CRITICIZING IS ATTACKING,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,CORRUPTION EFFECT IS DISEASE EFFECT,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,CORRUPTION IS A DISEASE,CORRUPTION IS A DISEASE
"Our nation has been infested with the termites of corruption, the worms of immorality, and a virus of indifference and apathy.",CORRUPTION IS A TERMITE INFESTATION,CORRUPTION IS A TERMITE INFESTATION
Stopping the rot in public life.,CORRUPTION IS DECAY,CORRUPTION IS DECAY
Corruption is eroding the public trust in government.,ANALYZING IS DISSECTING,CORRUPTION IS EROSION
Out of these discussions will grow legislation of farreaching importance.,THINKING IS SPEAKING,LAWS ARE PLANTS
The solution only created more problems.,CREATING IS MAKING,CREATING IS MAKING
Crime has infected communities everywhere.,CRIME IS A DISEASE,CRIME IS A DISEASE
Crime is a beast ravaging the city.,CRIME IS AN ANIMAL,CRIME IS AN ANIMAL
He attacked the speaker with harsh words of criticism.,CRITICIZING IS ATTACKING,CRITICIZING IS ATTACKING
Obama and Romney Strike Blows Over Benghazi,CRITICIZING IS ATTACKING,DEBATING IS ONE-ON-ONE PHYSICAL FIGHTING
Credit card debt has been growing significantly,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,DEBT IS AN ORGANISM
,NONE,POLITICAL UNREST IS A WILDFIRE
Debt is holding me back from reaching my goals.,ANALYZING IS DISSECTING,DEBT IS PHYSICAL IMPEDIMENTS TO MOTION
He is far more intelligent than he looks.,COMMUNICATING IS SHOWING,DEGREE IS DISTANCE ALONG A PATH
He is a person of very high moral standards.,ATTRIBUTES ARE ENTITIES,DEGREE OF MORALITY IS PHYSICAL HEIGHT
"To us, culture and spirituality are very close concepts.",ATTRIBUTES ARE ENTITIES,DEGREE OF SIMILARITY IS DEGREE OF PROXIMITY
fledgling democracy,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,DEMOCRACY IS A BIRD
democracy spreads its wings,SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS,DEMOCRACY IS A BIRD
plant the seeds of democracy,DEMOCRACY IS A PLANT,DEMOCRACY IS A PLANT
democracy blossoms,DEVELOPING AN ATTRIBUTE IS CULTIVATION,DEMOCRACY IS A PLANT
democracy for sale,COMMUNICATING IS SHOWING,DEMOCRATIC IDEOLOGY IS A COMMODITY
